domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,transfer,how can I transfer money from my savings account to my current account?,"34:56:SL:ACCOUNT_TYPE,61:83:SL:ACCOUNT_TYPE",[IN:transfer [SL:ACCOUNT_TYPE akhawunti yami yokonga] [SL:ACCOUNT_TYPE akhawunti yami yamanje] ],ACCOUNT_TYPE: akhawunti yami yokonga $$ ACCOUNT_TYPE: akhawunti yami yamanje,zul
banking,transfer,How many times did I send money to my savings account on Wednesday?,"31:53:SL:ACCOUNT_TYPE,54:68:SL:DATE",[IN:transfer [SL:ACCOUNT_TYPE akhawunti yami yokonga] [SL:DATE ngolwesithathu] ],ACCOUNT_TYPE: akhawunti yami yokonga $$ DATE: ngolwesithathu,zul
banking,transfer,sending money to someone living abroad?,,[IN:transfer ],,zul
banking,transfer,I sent $500 to Mecca to buy a lawn mower.,"12:17:SL:MONEY,20:25:SL:PERSONAL_NAME",[IN:transfer [SL:MONEY R5900] [SL:PERSONAL_NAME Mecca] ],MONEY: R5900 $$ PERSONAL_NAME: Mecca,zul
banking,transfer,"If I want to buy Zara clothes online, where do I send the money?",22:30:SL:SHOPPING_ITEM,[IN:transfer [SL:SHOPPING_ITEM izingubo] ],SHOPPING_ITEM: izingubo,zul
banking,transfer,please send me R6000 to my aunt to buy a scarf.,"23:28:SL:MONEY,53:61:SL:DISH_OR_FOOD",[IN:transfer [SL:MONEY R6000] [SL:DISH_OR_FOOD isikabhu] ],MONEY: R6000 $$ DISH_OR_FOOD: isikabhu,zul
banking,transfer,Send $200 of the tithe to the DCC service account.,9:13:SL:MONEY,[IN:transfer [SL:MONEY R165] ],MONEY: R165,zul
banking,transfer,When was the last time I sent money through my bank account?,,[IN:transfer ],,zul
banking,transfer,How many days have I been sending Nike sneakers money to Sportscene?,56:69:SL:SHOPPING_ITEM,[IN:transfer [SL:SHOPPING_ITEM amateku eNike] ],SHOPPING_ITEM: amateku eNike,zul
banking,transfer,Send $670 to Marko and tell him it's his gift.,"12:16:SL:MONEY,19:24:SL:PERSONAL_NAME",[IN:transfer [SL:MONEY R670] [SL:PERSONAL_NAME Marko] ],MONEY: R670 $$ PERSONAL_NAME: Marko,zul
banking,transfer,how do you send money to Nedbank using Paypal?,"29:36:SL:BANK_NAME,48:55:SL:PAYMENT_COMPANY",[IN:transfer [SL:BANK_NAME Nedbank] [SL:PAYMENT_COMPANY iPaypal] ],BANK_NAME: Nedbank $$ PAYMENT_COMPANY: iPaypal,zul
banking,transfer,text Toyonke and tell him I sent him money for food in the tank.,9:17:SL:PERSONAL_NAME,[IN:transfer [SL:PERSONAL_NAME Ntoyonke] ],PERSONAL_NAME: Ntoyonke,zul
banking,transfer,how to send money to come in that day?,,[IN:transfer ],,zul
banking,transfer,Send $50 to Aphiwe today.,"23:27:SL:MONEY,31:37:SL:PERSONAL_NAME",[IN:transfer [SL:MONEY R450] [SL:PERSONAL_NAME Aphiwe] ],MONEY: R450 $$ PERSONAL_NAME: Aphiwe,zul
banking,transfer,how much would you save by sending money to someone who uses the same bank as you on a daily basis?,,[IN:transfer ],,zul
utility,time,how long does it take to cook two eggs?,"41:49:SL:DISH_OR_FOOD,50:57:SL:NUMBER",[IN:time [SL:DISH_OR_FOOD amaqanda] [SL:NUMBER amabili] ],DISH_OR_FOOD: amaqanda $$ NUMBER: amabili,zul
utility,time,How many hours is the United States of America different from South Africa?,"10:16:SL:COUNTRY,56:72:SL:COUNTRY",[IN:time [SL:COUNTRY Melika] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Melika $$ COUNTRY: Ningizimu Afrika,zul
utility,time,how many hours if you drive from Johannesburg to Durban?,"36:41:SL:CITY_OR_PROVINCE,46:55:SL:CITY_OR_PROVINCE",[IN:time [SL:CITY_OR_PROVINCE eGoli] [SL:CITY_OR_PROVINCE eThekwini] ],CITY_OR_PROVINCE: eGoli $$ CITY_OR_PROVINCE: eThekwini,zul
utility,time,time in England?,13:22:SL:COUNTRY,[IN:time [SL:COUNTRY eNgilande] ],COUNTRY: eNgilande,zul
utility,time,how many hours apart we are in South Africa and the Americas.,"35:51:SL:COUNTRY,62:68:SL:COUNTRY",[IN:time [SL:COUNTRY Ningizimu Africa] [SL:COUNTRY Melika] ],COUNTRY: Ningizimu Africa $$ COUNTRY: Melika,zul
utility,time,begins at this time in Cape Town?,35:40:SL:CITY_OR_PROVINCE,[IN:time [SL:CITY_OR_PROVINCE eKapa] ],CITY_OR_PROVINCE: eKapa,zul
utility,time,how do you set the clock on your phone to match the one on your TV?,,[IN:time ],,zul
utility,time,what time in the Roman world?,35:39:SL:CITY_OR_PROVINCE,[IN:time [SL:CITY_OR_PROVINCE Roma] ],CITY_OR_PROVINCE: Roma,zul
utility,time,why is it important to be punctual at work meetings?,,[IN:time ],,zul
utility,time,a lock-up at a so-called fruit store in town?,40:48:SL:DISH_OR_FOOD,[IN:time [SL:DISH_OR_FOOD izithelo] ],DISH_OR_FOOD: izithelo,zul
utility,time,what time should a schoolchild go to bed?,,[IN:time ],,zul
utility,time,How long does it take to get to the clinic in belville from belhar?,"59:67:SL:PLACE_NAME,76:82:SL:PLACE_NAME",[IN:time [SL:PLACE_NAME belville] [SL:PLACE_NAME belhar] ],PLACE_NAME: belville $$ PLACE_NAME: belhar,zul
utility,time,how much time is left till the fourteenth hour?,47:65:SL:TIME,[IN:time [SL:TIME ihora leshumi nane] ],TIME: ihora leshumi nane,zul
utility,time,how long does it take for your food to arrive from the grocery store?,67:70:SL:RESTAURANT_NAME,[IN:time [SL:RESTAURANT_NAME KFC] ],RESTAURANT_NAME: KFC,zul
utility,time,I texted my driver to tell him to pick me up in ten minutes.,90:96:SL:NUMBER,[IN:time [SL:NUMBER ishumi] ],NUMBER: ishumi,zul
utility,time,When will my Uber arrive?,,[IN:time ],,zul
utility,time,How many hours is South Africa behind or ahead of Lesotho?,"1:17:SL:COUNTRY,71:78:SL:COUNTRY",[IN:time [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Lesotho] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Lesotho,zul
utility,time,how long does it take to cook the chicken?,9:12:SL:DISH_OR_FOOD,[IN:time [SL:DISH_OR_FOOD usu] ],DISH_OR_FOOD: usu,zul
utility,time,the train from Unibell to Cape Town leaves at what time if it's Friday?,"19:26:SL:PLACE_NAME,32:37:SL:CITY_OR_PROVINCE,68:83:SL:DATE",[IN:time [SL:PLACE_NAME Unibell] [SL:CITY_OR_PROVINCE eKapa] [SL:DATE kungoLwesihlanu] ],PLACE_NAME: Unibell $$ CITY_OR_PROVINCE: eKapa $$ DATE: kungoLwesihlanu,zul
utility,time,how long is the train from Durban to Mlazi?,"48:57:SL:CITY_OR_PROVINCE,64:70:SL:PLACE_NAME",[IN:time [SL:CITY_OR_PROVINCE eThekwini] [SL:PLACE_NAME eMlazi] ],CITY_OR_PROVINCE: eThekwini $$ PLACE_NAME: eMlazi,zul
utility,time,How many minutes does it take a train from Cape Town to reach the station in Unibell?,"18:23:SL:CITY_OR_PROVINCE,78:85:SL:PLACE_NAME",[IN:time [SL:CITY_OR_PROVINCE eKapa] [SL:PLACE_NAME Unibell] ],CITY_OR_PROVINCE: eKapa $$ PLACE_NAME: Unibell,zul
utility,time,"in five minutes, what time will it be?",11:19:SL:NUMBER,[IN:time [SL:NUMBER emihlanu] ],NUMBER: emihlanu,zul
utility,time,how long does it take to get to the station if the train is going to Ntuzuma from Mlazi?,"75:83:SL:PLACE_NAME,91:97:SL:PLACE_NAME",[IN:time [SL:PLACE_NAME eNtuzuma] [SL:PLACE_NAME eMlazi] ],PLACE_NAME: eNtuzuma $$ PLACE_NAME: eMlazi,zul
utility,time,I'll see if there's a train from Belhar at 8 o'clock today.,"50:56:SL:PLACE_NAME,61:66:SL:TIME,67:76:SL:DATE",[IN:time [SL:PLACE_NAME Belhar] [SL:TIME 20h00] [SL:DATE namhlanje] ],PLACE_NAME: Belhar $$ TIME: 20h00 $$ DATE: namhlanje,zul
utility,time,how long does it take to travel by train to Kwamashu from Mlazi?,"57:65:SL:PLACE_NAME,77:82:SL:PLACE_NAME",[IN:time [SL:PLACE_NAME Kwamashu] [SL:PLACE_NAME Mlazi] ],PLACE_NAME: Kwamashu $$ PLACE_NAME: Mlazi,zul
utility,time,How much sleep should a person get each night?,,[IN:time ],,zul
utility,time,what time do the train ticket offices open?,,[IN:time ],,zul
utility,time,which is the fastest train to get you to your destination between the Gautrain and the Metrorail?,,[IN:time ],,zul
utility,time,What times does the Gautrain travel?,,[IN:time ],,zul
utility,time,Does the Zola train leave at 09:00 on Sunday?,"13:17:SL:PLACE_NAME,32:37:SL:TIME,41:46:SL:DATE",[IN:time [SL:PLACE_NAME Zola] [SL:TIME 09h00] [SL:DATE Sonto] ],PLACE_NAME: Zola $$ TIME: 09h00 $$ DATE: Sonto,zul
utility,time,What's the fastest way to get to the city if you're in a rush between the train and the bus?,,[IN:time ],,zul
utility,time,how long does it take to get to Nanda by train from Spingo?,"39:45:SL:PLACE_NAME,67:74:SL:PLACE_NAME",[IN:time [SL:PLACE_NAME eNanda] [SL:PLACE_NAME eSpingo] ],PLACE_NAME: eNanda $$ PLACE_NAME: eSpingo,zul
utility,time,how many minutes if you walk from Mlazi to Spingo?,"45:51:SL:PLACE_NAME,56:63:SL:PLACE_NAME",[IN:time [SL:PLACE_NAME eMlazi] [SL:PLACE_NAME eSpingo] ],PLACE_NAME: eMlazi $$ PLACE_NAME: eSpingo,zul
utility,time,How many minutes will it be 1:00?,8:13:SL:TIME,[IN:time [SL:TIME 13h00] ],TIME: 13h00,zul
utility,time,I'll see if the Metrorail is working.,,[IN:time ],,zul
utility,time,which train company is the most punctual and safe?,,[IN:time ],,zul
utility,time,how many minutes does it take to cook a parishioners' meal if your stove is not too hot?,9:27:SL:DISH_OR_FOOD,[IN:time [SL:DISH_OR_FOOD ipharishi lempuphu] ],DISH_OR_FOOD: ipharishi lempuphu,zul
utility,time,what times does the Gautrain run on Easter?,43:51:SL:CALENDAR_EVENT,[IN:time [SL:CALENDAR_EVENT iPhasika] ],CALENDAR_EVENT: iPhasika,zul
utility,time,what is the nearest train station in Gugulethu that I can reach in less than fifty minutes?,"39:49:SL:PLACE_NAME,92:109:SL:NUMBER",[IN:time [SL:PLACE_NAME eGugulethu] [SL:NUMBER amashumi amahlanu] ],PLACE_NAME: eGugulethu $$ NUMBER: amashumi amahlanu,zul
utility,time,Where is the bus waiting for Khayelitsha if you live in Cape Town?,"30:42:SL:PLACE_NAME,54:59:SL:CITY_OR_PROVINCE",[IN:time [SL:PLACE_NAME eKhayelitsha] [SL:CITY_OR_PROVINCE eKapa] ],PLACE_NAME: eKhayelitsha $$ CITY_OR_PROVINCE: eKapa,zul
utility,time,How many minutes does it take to get from Pretoria to Soweto?,"53:60:SL:CITY_OR_PROVINCE,66:73:SL:PLACE_NAME",[IN:time [SL:CITY_OR_PROVINCE ePitoli] [SL:PLACE_NAME eSoweto] ],CITY_OR_PROVINCE: ePitoli $$ PLACE_NAME: eSoweto,zul
utility,time,how long does it take to get from Mlazi to the city by train?,40:46:SL:PLACE_NAME,[IN:time [SL:PLACE_NAME eMlazi] ],PLACE_NAME: eMlazi,zul
utility,time,if the trains are running in the rain?,,[IN:time ],,zul
utility,time,how many people does the disease affect?,,[IN:time ],,zul
utility,time,is it okay to stand in the middle of a street when it's full?,,[IN:time ],,zul
utility,time,how many train stations are there in KwaZulu-Natal?,28:41:SL:CITY_OR_PROVINCE,[IN:time [SL:CITY_OR_PROVINCE KwaZulu-Natal] ],CITY_OR_PROVINCE: KwaZulu-Natal,zul
utility,time,how late does the plant arrive if we slowly walk from Durban to Ntozuma?,"74:83:SL:CITY_OR_PROVINCE,90:97:SL:PLACE_NAME",[IN:time [SL:CITY_OR_PROVINCE eThekwini] [SL:PLACE_NAME Ntuzuma] ],CITY_OR_PROVINCE: eThekwini $$ PLACE_NAME: Ntuzuma,zul
utility,time,how do the train times differ?,,[IN:time ],,zul
utility,time,how many minutes do we stay in the station after we leave?,,[IN:time ],,zul
utility,time,If you take a tram from Mlazi at 09h00 when can you reach Durban?,"21:27:SL:PLACE_NAME,32:37:SL:TIME,52:61:SL:CITY_OR_PROVINCE",[IN:time [SL:PLACE_NAME eMlazi] [SL:TIME 09h00] [SL:CITY_OR_PROVINCE eThekwini] ],PLACE_NAME: eMlazi $$ TIME: 09h00 $$ CITY_OR_PROVINCE: eThekwini,zul
utility,time,how fast does the stem grow compared to the text?,,[IN:time ],,zul
utility,time,What is the slowest train in KwaZulu-Natal that I should avoid riding?,46:59:SL:CITY_OR_PROVINCE,[IN:time [SL:CITY_OR_PROVINCE KwaZulu-Natal] ],CITY_OR_PROVINCE: KwaZulu-Natal,zul
utility,time,is there a train from Durban to Newlands in thirty minutes?,"25:34:SL:CITY_OR_PROVINCE,45:53:SL:PLACE_NAME,67:85:SL:NUMBER",[IN:time [SL:CITY_OR_PROVINCE eThekwini] [SL:PLACE_NAME Newlands] [SL:NUMBER amashumi amathathu] ],CITY_OR_PROVINCE: eThekwini $$ PLACE_NAME: Newlands $$ NUMBER: amashumi amathathu,zul
utility,time,is it faster to travel by train from Malaga to Durban or by express taxi?,"50:56:SL:PLACE_NAME,61:70:SL:CITY_OR_PROVINCE",[IN:time [SL:PLACE_NAME emlazi] [SL:CITY_OR_PROVINCE eThekwini] ],PLACE_NAME: emlazi $$ CITY_OR_PROVINCE: eThekwini,zul
utility,time,which train is faster in the afternoon or in the evening?,"29:39:SL:TIME,45:54:SL:TIME",[IN:time [SL:TIME esasekseni] [SL:TIME esasemini] ],TIME: esasekseni $$ TIME: esasemini,zul
utility,time,The Gautrain train leaves at 10pm?,"32:37:SL:TIME,38:44:SL:TIME",[IN:time [SL:TIME 22h00] [SL:TIME ebsuku] ],TIME: 22h00 $$ TIME: ebsuku,zul
utility,time,how long does it take to walk from Spingo to Mlazi in Z?,"57:65:SL:PLACE_NAME,70:82:SL:PLACE_NAME",[IN:time [SL:PLACE_NAME eSphingo] [SL:PLACE_NAME eMlazi kwa Z] ],PLACE_NAME: eSphingo $$ PLACE_NAME: eMlazi kwa Z,zul
utility,time,how many minutes does it take to fly from KwaZulu-Natal to Cape Town?,"39:53:SL:CITY_OR_PROVINCE,69:74:SL:CITY_OR_PROVINCE",[IN:time [SL:CITY_OR_PROVINCE KwaZulu-Natali] [SL:CITY_OR_PROVINCE eKapa] ],CITY_OR_PROVINCE: KwaZulu-Natali $$ CITY_OR_PROVINCE: eKapa,zul
utility,time,what kind of instant washing machine between LG and Samsung?,17:33:SL:SHOPPING_ITEM,[IN:time [SL:SHOPPING_ITEM mshini wokuwasha] ],SHOPPING_ITEM: mshini wokuwasha,zul
utility,time,How many minutes does it take to get to Erica Square from Unibell on foot?,"8:20:SL:PLACE_NAME,33:40:SL:PLACE_NAME",[IN:time [SL:PLACE_NAME Erica Square] [SL:PLACE_NAME Unibell] ],PLACE_NAME: Erica Square $$ PLACE_NAME: Unibell,zul
utility,time,how many hours does it take to cook potatoes and beans?,9:29:SL:DISH_OR_FOOD,[IN:time [SL:DISH_OR_FOOD uphuthu nobhontshisi] ],DISH_OR_FOOD: uphuthu nobhontshisi,zul
utility,time,how many minutes a day should I run if I want to lose weight?,,[IN:time ],,zul
utility,time,How many hours does it take to drive from Limpopo to Mpumalanga?,"9:16:SL:CITY_OR_PROVINCE,22:32:SL:CITY_OR_PROVINCE",[IN:time [SL:CITY_OR_PROVINCE Limpopo] [SL:CITY_OR_PROVINCE Mpumalanga] ],CITY_OR_PROVINCE: Limpopo $$ CITY_OR_PROVINCE: Mpumalanga,zul
utility,time,how many minutes does low heat roasting of beef take to cook it?,9:23:SL:DISH_OR_FOOD,[IN:time [SL:DISH_OR_FOOD inyama yenkomo] ],DISH_OR_FOOD: inyama yenkomo,zul
utility,time,if I boil the meat on a high heat how many hours later it matures?,14:17:SL:DISH_OR_FOOD,[IN:time [SL:DISH_OR_FOOD usu] ],DISH_OR_FOOD: usu,zul
utility,time,is it twelve o'clock?,12:33:SL:TIME,[IN:time [SL:TIME ihora leshumi nambili] ],TIME: ihora leshumi nambili,zul
utility,time,why is it important to be punctual when meeting friends?,,[IN:time ],,zul
utility,time,What time does Uzalo play on SABC 1?,,[IN:time ],,zul
utility,time,should I exercise every day and eat healthy food how many months can I lose weight?,,[IN:time ],,zul
utility,time,What is the delay between the trap and the snare?,"33:43:SL:DISH_OR_FOOD,44:50:SL:DISH_OR_FOOD",[IN:time [SL:DISH_OR_FOOD kwesitambu] [SL:DISH_OR_FOOD nojeqe] ],DISH_OR_FOOD: kwesitambu $$ DISH_OR_FOOD: nojeqe,zul
utility,time,how many minutes is it to go by taxi from Galleria to the city of Port?,"43:51:SL:PLACE_NAME,72:80:SL:CITY_OR_PROVINCE",[IN:time [SL:PLACE_NAME Galleria] [SL:CITY_OR_PROVINCE Thekwini] ],PLACE_NAME: Galleria $$ CITY_OR_PROVINCE: Thekwini,zul
utility,time,how many minutes is the song let him be praised sung by Ntokozo Mbambo?,"13:23:SL:SONG_NAME,34:48:SL:ARTIST_NAME",[IN:time [SL:SONG_NAME makabongwe] [SL:ARTIST_NAME Ntokozo Mbambo] ],SONG_NAME: makabongwe $$ ARTIST_NAME: Ntokozo Mbambo,zul
utility,time,how many hours a week?,,[IN:time ],,zul
utility,time,how long do the legs cook?,0:8:SL:DISH_OR_FOOD,[IN:time [SL:DISH_OR_FOOD amanqina] ],DISH_OR_FOOD: amanqina,zul
utility,time,How many minutes are there in a day?,,[IN:time ],,zul
utility,time,to pass the matriculation exams how many hours a day should you study?,,[IN:time ],,zul
utility,time,how many minutes do you have to brush your teeth to get perfectly white teeth?,,[IN:time ],,zul
utility,time,how long does it take for a headache pill to work?,,[IN:time ],,zul
utility,time,how many minutes after injection does it cool?,,[IN:time ],,zul
utility,time,What time will the electricity go off today in Lake A?,43:53:SL:PLACE_NAME,[IN:time [SL:PLACE_NAME Lovu kwa-A] ],PLACE_NAME: Lovu kwa-A,zul
home,shopping_list_update,How much is the gasoline at Woolworths?,,[IN:shopping_list_update ],,zul
home,shopping_list_update,what ingredients should I buy if I want to cook rice?,57:60:SL:DISH_OR_FOOD,[IN:shopping_list_update [SL:DISH_OR_FOOD usu] ],DISH_OR_FOOD: usu,zul
home,shopping_list_update,How much are 30 eggs at Checkers?,"10:18:SL:DISH_OR_FOOD,19:40:SL:NUMBER",[IN:shopping_list_update [SL:DISH_OR_FOOD amaqanda] [SL:NUMBER angamashumi amathathu] ],DISH_OR_FOOD: amaqanda $$ NUMBER: angamashumi amathathu,zul
home,shopping_list_update,add flour to your diet.,5:12:SL:DISH_OR_FOOD,[IN:shopping_list_update [SL:DISH_OR_FOOD impuphu] ],DISH_OR_FOOD: impuphu,zul
home,shopping_list_update,add two bottles of oil to my grocery list.,"19:26:SL:NUMBER,29:35:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:NUMBER amabili] [SL:DISH_OR_FOOD woyela] ],NUMBER: amabili $$ DISH_OR_FOOD: woyela,zul
home,shopping_list_update,"If I add to my diet two brown bread, how much will it cost?","37:44:SL:DISH_OR_FOOD,45:53:SL:NUMBER",[IN:shopping_list_update [SL:DISH_OR_FOOD izinkwa] [SL:NUMBER ezimbili] ],DISH_OR_FOOD: izinkwa $$ NUMBER: ezimbili,zul
home,shopping_list_update,I'm adding peanuts to my grocery list.,10:19:SL:DISH_OR_FOOD,[IN:shopping_list_update [SL:DISH_OR_FOOD amakinati] ],DISH_OR_FOOD: amakinati,zul
home,shopping_list_update,don't forget to put water in the things I'll buy in the afternoon.,"25:31:SL:DISH_OR_FOOD,57:65:SL:TIME",[IN:shopping_list_update [SL:DISH_OR_FOOD amanzi] [SL:TIME ntambama] ],DISH_OR_FOOD: amanzi $$ TIME: ntambama,zul
home,shopping_list_update,"how many items are on the menu? if it's less than twenty, add two cans of beans.","59:76:SL:NUMBER,97:104:SL:NUMBER,105:117:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:NUMBER kumashumi amabili] [SL:NUMBER amabili] [SL:DISH_OR_FOOD kabhontshisi] ],NUMBER: kumashumi amabili $$ NUMBER: amabili $$ DISH_OR_FOOD: kabhontshisi,zul
home,shopping_list_update,I'm going to put tomatoes in the food I'm going to buy.,10:19:SL:DISH_OR_FOOD,[IN:shopping_list_update [SL:DISH_OR_FOOD utamatisi] ],DISH_OR_FOOD: utamatisi,zul
home,shopping_list_update,can I put milk and eggs in my pantry how many items are written?,"13:18:SL:DISH_OR_FOOD,19:28:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:DISH_OR_FOOD ubisi] [SL:DISH_OR_FOOD namaqanda] ],DISH_OR_FOOD: ubisi $$ DISH_OR_FOOD: namaqanda,zul
home,shopping_list_update,how can I put different types of bread in my sandwich?,19:26:SL:DISH_OR_FOOD,[IN:shopping_list_update [SL:DISH_OR_FOOD izinkwa] ],DISH_OR_FOOD: izinkwa,zul
home,shopping_list_update,put rajah and onions on my grocery list.,"6:11:SL:DISH_OR_FOOD,15:23:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:DISH_OR_FOOD rajah] [SL:DISH_OR_FOOD anyanisi] ],DISH_OR_FOOD: rajah $$ DISH_OR_FOOD: anyanisi,zul
home,shopping_list_update,add fruits like apples and bananas to my grocery list.,"26:32:SL:DISH_OR_FOOD,35:42:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:DISH_OR_FOOD aphula] [SL:DISH_OR_FOOD bhanana] ],DISH_OR_FOOD: aphula $$ DISH_OR_FOOD: bhanana,zul
home,shopping_list_update,put Christmas cakes and a red menu on my shopping list.,"5:26:SL:DISH_OR_FOOD,35:52:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:DISH_OR_FOOD amakhekhe kakhisimuzi] [SL:DISH_OR_FOOD nemenaythi obomvu] ],DISH_OR_FOOD: amakhekhe kakhisimuzi $$ DISH_OR_FOOD: nemenaythi obomvu,zul
home,shopping_list_update,don't forget to put them and the pumpkin in the food I'll buy,"0:12:SL:DISH_OR_FOOD,41:49:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:DISH_OR_FOOD amawolintshi] [SL:DISH_OR_FOOD nethanga] ],DISH_OR_FOOD: amawolintshi $$ DISH_OR_FOOD: nethanga,zul
home,shopping_list_update,have you put chicken and beef on the menu? no one has.,10:35:SL:DISH_OR_FOOD,[IN:shopping_list_update [SL:DISH_OR_FOOD inyama yenkukhu neyenkomo] ],DISH_OR_FOOD: inyama yenkukhu neyenkomo,zul
home,shopping_list_update,eliminate potatoes and milk from the diet.,"5:15:SL:DISH_OR_FOOD,18:22:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:DISH_OR_FOOD amazambane] [SL:DISH_OR_FOOD bisi] ],DISH_OR_FOOD: amazambane $$ DISH_OR_FOOD: bisi,zul
home,shopping_list_update,avoid red meat on your diet.,11:24:SL:DISH_OR_FOOD,[IN:shopping_list_update [SL:DISH_OR_FOOD inyama ebomvu] ],DISH_OR_FOOD: inyama ebomvu,zul
