domain,intent,raw,text,language,spans,logical_form
travel,travel_suggestion,ትግራይ ውስጥ የሚጎበኙ ጥሩ ቦታዎች ጠቁመኝ?,Suggest me good placesto visit in Tigray.,amh,34:40:SL:CITY_OR_PROVINCE,[IN:travel_suggestion [SL:CITY_OR_PROVINCE Tigray] ]
travel,travel_notification,ጎንደር ለጥምቀት በአል ሁለት ቀን  እቆያለሁ,I will spend 2 days in Gondar for epiphany holiday.,amh,"13:19:SL:DATE,23:29:SL:CITY_OR_PROVINCE,34:50:SL:CALENDAR_EVENT",[IN:travel_notification [SL:DATE 2 days] [SL:CITY_OR_PROVINCE Gondar] [SL:CALENDAR_EVENT epiphany holiday] ]
kitchen_and_dining,food_last,ዶሮ ወጥ ሳይበላሽ ስንት ቀን ይቆያል?,How long can doro wot stay fresh?,amh,13:21:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD doro wot] ]
kitchen_and_dining,cook_time,ሽሮ ለመብሰል ስንት ደቂቃ ይፈጅበታል?,how long does it take for shiro to be fully cooked.,amh,26:31:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD shiro] ]
utility,make_call, ለአባቴ ደዉል?,call to my dad.,amh,,[IN:make_call ]
utility,alarm,ነገ ጠዋት ሁለት ሰአት ላይ መድሃኒቴን እንድወስድ ቀስቅሰኝ?,wake me up tomorrow at 8:00 so i can take my medicin.,amh,"11:19:SL:DATE,23:27:SL:TIME",[IN:alarm [SL:DATE tomorrow] [SL:TIME 8:00] ]
kitchen_and_dining,restaurant_reviews,ቶቶት የበላነዉ ክትፎ ተመችቶሃል?,Did you like the kitfo we ate at totot?,amh,"17:22:SL:DISH_OR_FOOD,33:38:SL:RESTAURANT_NAME",[IN:restaurant_reviews [SL:DISH_OR_FOOD kitfo] [SL:RESTAURANT_NAME totot] ]
travel,plug_type,ኢትዮጲያ ላይ በብዛት ያለው የግርግዳ ሶኬት ምን አይነት ነው?,which type of socket is commonly used in Ethiopia? ,amh,41:49:SL:COUNTRY,[IN:plug_type [SL:COUNTRY Ethiopia] ]
travel,exchange_rate,አንድ ዩሮ በኢትዮጲያ ሲመነዘር ስንት ነው?,what is the current of one euro to Ethiopian birr,amh,"23:31:SL:MONEY,35:49:SL:CURRENCY",[IN:exchange_rate [SL:MONEY one euro] [SL:CURRENCY Ethiopian birr] ]
banking,pin_change,የአቢሲኒያ ባንክ ኤቲኤም ፓስወርዴን ለመቅየር ምን ላድርግ?,what should I do to change my Abyssinian bank account password?,amh,30:45:SL:BANK_NAME,[IN:pin_change [SL:BANK_NAME Abyssinian bank] ]
kitchen_and_dining,ingredients_list,በርበሬ ከምን ከምን ቅመሞች ነው የሚዘጋጀው?,from which spices is berbere made of?,amh,21:28:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD berbere] ]
travel,book_hotel,ስካይላይት ሆቴል ለሃምሌ 14 እና 15 ባለ 1 ሰው ክፍል መያዝ እፈልጋለሁ?,I want to reserve a single room for July 21 and 22 at skylight Hotel.,amh,"36:50:SL:DATE,54:68:SL:HOTEL_NAME",[IN:book_hotel [SL:DATE July 21 and 22] [SL:HOTEL_NAME skylight Hotel] ]
utility,weather,ዛሬ ማታ ደሴ ዝናብ ይኖራል?,will it be raining tonight in Dessie?,amh,"19:26:SL:TIME,30:36:SL:CITY_OR_PROVINCE",[IN:weather [SL:TIME tonight] [SL:CITY_OR_PROVINCE Dessie] ]
banking,min_payment,በኤቲኤም ማውጣት የሚቻለው ዝቅተኛ ብር ስንት ነው?,what is the minimum amount of money that can be withdraw from my bank account using ATM card?,amh,,[IN:min_payment ]
travel,international_visa,ከኢትዮጲያ ኬንያ ለመሄድ ቪዛ ያስፈልጋል?,is visa required to travel to Kenya from Ethiopia?,amh,"30:35:SL:COUNTRY,41:49:SL:COUNTRY",[IN:international_visa [SL:COUNTRY Kenya] [SL:COUNTRY Ethiopia] ]
banking,interest_rate,የብርሃን ባንክ ወለዳቸው ስንት ነው?,what is the saving interest of birhan bank?,amh,31:42:SL:BANK_NAME,[IN:interest_rate [SL:BANK_NAME birhan bank] ]
travel,book_flight,ከአዲስ አበባ ሃዋሳ ለመሄድ ስንት ብር ነው?,How much does it cost to travel from Addis Ababa to hawassa?,amh,"37:48:SL:CITY_OR_PROVINCE,52:59:SL:CITY_OR_PROVINCE",[IN:book_flight [SL:CITY_OR_PROVINCE Addis Ababa] [SL:CITY_OR_PROVINCE hawassa] ]
utility,text,ለሮቤል ወደ እሱ ቤት እየሄድኩ እንደሆነ በጽሁፍ አሳውቀው?,Send a text for Robel that I'm on my way to his home.,amh,16:21:SL:PERSONAL_NAME,[IN:text [SL:PERSONAL_NAME Robel] ]
banking,bill_balance,የመስከረም የዉሃ ክፍያ ስንት መጣ?,how much is September's water bill payment?,amh,"12:21:SL:DATE,24:34:SL:BILL_TYPE",[IN:bill_balance [SL:DATE September] [SL:BILL_TYPE water bill] ]
utility,share_location,የዚህን ሆቴል አድራሻ ለእናቴ ላክላት?,send this hotels address to my mom.,amh,,[IN:share_location ]
home,play_music,የአምባሰል ቅኝት ያላቸውን ሙዚቃዎች ክፈትልኝ?,open ambasel scale songs.,amh,5:18:SL:MUSIC_GENRE,[IN:play_music [SL:MUSIC_GENRE ambasel scale] ]
home,calendar_update,የአብይ ጾምን ቀን መቁጠሪያዬ ላይ ጨምር።,Add abiy fasting days on my calandar.,amh,4:21:SL:CALENDAR_EVENT,[IN:calendar_update [SL:CALENDAR_EVENT abiy fasting days] ]
home,update_playlist,የህንን ሙዚቃ የሙዚቃ ምርጫዎቼ ውስጥ ጨምርልኝ?,add this to my favorite song list.,amh,,[IN:update_playlist ]
kitchen_and_dining,cancel_reservation,ትናንት ኢሊሌ ሆቴል የያዝኩትን የእራት ቀጠሮ ሰርዝ?,cancel the dinner I scheduled yesterday at elile hotel.,amh,"11:17:SL:MEAL_PERIOD,30:39:SL:DATE,43:54:SL:HOTEL_NAME",[IN:cancel_reservation [SL:MEAL_PERIOD dinner] [SL:DATE yesterday] [SL:HOTEL_NAME elile hotel] ]
travel,car_rental,አርባ ምንጭ ላይ መኪና የሚያከራይ ድርጅት አለ?,is there a car rental company in Arbaminch?,amh,33:42:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE Arbaminch] ]
kitchen_and_dining,meal_suggestion,ኦሮሚያ ስሄድ መሞከር ያለብኝን ምግቦች ንገረኝ?,recommend me foods I should try when I go to oromia?,amh,45:51:SL:CITY_OR_PROVINCE,[IN:meal_suggestion [SL:CITY_OR_PROVINCE oromia] ]
kitchen_and_dining,recipe,እንጀራ ለማዘጋጀት ምን ምን ያስፈልገኛል?,what do i need to make injera?,amh,23:29:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD injera] ]
travel,translate,Alekee wogblɔna woezɔ̃ le temberma me?,How do you welcome someone in Temberma ?,ewe,30:38:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME Temberma] ]
banking,transfer,Na Ecobank naɖo dɔwɔlawo katã ƒe fetu de woƒe gadzraɖoƒe hafi Tedoxe 25lia na ɖo!,Instruct Ecobank to transfer the salaries of all employees to their home banks by March 25,ewe,"9:16:SL:BANK_NAME,82:90:SL:DATE",[IN:transfer [SL:BANK_NAME Ecobank] [SL:DATE March 25] ]
utility,time,Ƴeyiyi nenie miehiã hena xɔa tutu?,How much time would you need for construction ?,ewe,,[IN:time ]
home,shopping_list_update,Ho nenie hiã be miaƒle Akpalavi ka eve akpe xoxoa?,How much will it take to add two boxes of fish to the old purchase?,ewe,"29:38:SL:NUMBER,42:46:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:NUMBER two boxes] [SL:DISH_OR_FOOD fish] ]
kitchen_and_dining,restaurant_reservation,Gblɔ na kɔmtɔa be nesa kɔm bla atɔ hena azã.,Tell the Kom dealer to reserve 50 units for the party .,ewe,"9:12:SL:DISH_OR_FOOD,31:39:SL:NUMBER",[IN:restaurant_reservation [SL:DISH_OR_FOOD Kom] [SL:NUMBER 50 units] ]
banking,balance,Ga agbɔssɔ me ka susɔ ma xe be fe navɔ le ŋu nye,How much do I have left to pay off my loan?,ewe,,[IN:balance ]
kitchen_and_dining,confirm_reservation,Na dɔkugbisala nanya be miaxɔ kilogram ɖeka kple afã si miedɔ fiẽ sia,Confirms the turkey croupion seller that we will redeem our reservation of a pound and a half tonight!,ewe,"13:28:SL:DISH_OR_FOOD,75:93:SL:NUMBER,94:101:SL:TIME",[IN:confirm_reservation [SL:DISH_OR_FOOD turkey croupion] [SL:NUMBER a pound and a half] [SL:TIME tonight] ]
banking,freeze_account,Nukatae woɖo asi nye gaa dzi le FINAM gadzraɖoƒea?,Why was my FINAM account blocked?,ewe,11:16:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME FINAM] ]
travel,timezone,Nukatae zã dona le Addis-Abeba do ŋgɔ na Togo?,Why does it get dark in Adis Ababa before Togo?,ewe,"24:34:SL:CITY_OR_PROVINCE,42:46:SL:COUNTRY",[IN:timezone [SL:CITY_OR_PROVINCE Adis Ababa] [SL:COUNTRY Togo] ]
banking,transactions,Ɖee bli ƒlela xe fe nam kple Tmoney?,Did the corn buyer pay me through Tmoney ?,ewe,"8:12:SL:DISH_OR_FOOD,34:40:SL:PAYMENT_COMPANY",[IN:transactions [SL:DISH_OR_FOOD corn] [SL:PAYMENT_COMPANY Tmoney] ]
kitchen_and_dining,restaurant_suggestion,"Taƒlatse, fiam nuɖuɖudzraƒe aɖe si miate ŋu ado ayi aɖunu ƴetrɔ sia","Please, recommend a restaurant where we can go out to eat tonight",ewe,58:65:SL:TIME,[IN:restaurant_suggestion [SL:TIME tonight] ]
banking,pay_bill,Kpɔ ɖa be ga sɔgbɔ le Flooz dzi miatsɔ axe TDE ƒe gaa!,Check my Flooz account to see if we could pay the TDE bill!,ewe,"9:14:SL:PAYMENT_COMPANY,50:58:SL:BILL_TYPE",[IN:pay_bill [SL:PAYMENT_COMPANY Flooz] [SL:BILL_TYPE TDE bill] ]
banking,spending_history,Nu vovovo kawoe mieƒle kple ga siwo miexɔ le BSIC?,What are the different purchases made by the withdrawn fund at BSIC?,ewe,63:67:SL:BANK_NAME,[IN:spending_history [SL:BANK_NAME BSIC] ]
travel,travel_suggestion,Ɖee wòanɔ bɔbɔe wu ne meto Tsévié hafi va yi Hahotoea?,Would it be easier to go through Tsévié before going to Hahotoe ?,ewe,"33:39:SL:CITY_OR_PROVINCE,56:63:SL:CITY_OR_PROVINCE",[IN:travel_suggestion [SL:CITY_OR_PROVINCE Tsévié] [SL:CITY_OR_PROVINCE Hahotoe] ]
travel,travel_notification,Gblɔ na komigã be meyina Dzarakpanga hena kɔsiɖa eve!,Tell Komigan I am traveling to Dzarakpanga for two weeks!,ewe,"5:12:SL:PERSONAL_NAME,31:42:SL:CITY_OR_PROVINCE,47:50:SL:NUMBER",[IN:travel_notification [SL:PERSONAL_NAME Komigan] [SL:CITY_OR_PROVINCE Dzarakpanga] [SL:NUMBER two] ]
kitchen_and_dining,food_last,Edze abe ayimɔlu ʋãna kaba alo?,Does blended rice seem to spoil faster ?,ewe,5:17:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD blended rice] ]
kitchen_and_dining,cook_time,Aziŋgokui ɖaɖa xɔna gamea?,Does cooking vaccandou take time ?,ewe,13:22:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD vaccandou] ]
utility,make_call,Ƒo ka na atikedzraƒea be taɖutike le wo si hã?,Phone the pharmacy to make sure they have a headache product!,ewe,,[IN:make_call ]
utility,alarm,Na gaƒoɖokuia naɖe gbe ga ene pɛpɛpɛ!,Set the clock to exactly four!,ewe,25:29:SL:TIME,[IN:alarm [SL:TIME four] ]
kitchen_and_dining,restaurant_reviews,Ɖee woƒoa nu nyuie tso Anku ƒe nuɖuɖudzraƒea ŋua?,Is Ankou's restaurant has a good reputation?,ewe,3:8:SL:PERSONAL_NAME,[IN:restaurant_reviews [SL:PERSONAL_NAME Ankou] ]
travel,plug_type,Dzomanu ka ƒomevie wozãna le eŋlishiwo de?,What plug type is used in England?,ewe,26:33:SL:COUNTRY,[IN:plug_type [SL:COUNTRY England] ]
travel,exchange_rate,Nenie ànye frã cfa akpe ɖeka ne wogbãe ɖe naïra me?,What is the value of a thousand francs cfa converted to naïra ?,ewe,"23:42:SL:MONEY,56:61:SL:CURRENCY",[IN:exchange_rate [SL:MONEY thousand francs cfa] [SL:CURRENCY naïra] ]
banking,pin_change,Alekee màwɔ ne medzi be matrɔ nye gadzraɖoƒe sesafuia?,How do I change my bank account pin code?,ewe,,[IN:pin_change ]
kitchen_and_dining,ingredients_list,Nuɖanu vovovo kawoe wotsɔ ɖana azideti?,What are the ingredients for peanut sauce?,ewe,29:41:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD peanut sauce] ]
travel,book_hotel,Nenie wole xɔ nugoe ɖeka hayam le Millenium amedzrodzeƒea?,How much does a room at the Millenium Hotel cost ?,ewe,28:43:SL:HOTEL_NAME,[IN:book_hotel [SL:HOTEL_NAME Millenium Hotel] ]
utility,weather,Ɖee xexeame akɔ etsɔa?,Will the weather clear tomorrow?,ewe,23:31:SL:DATE,[IN:weather [SL:DATE tomorrow] ]
banking,min_payment,,Orders SUNU bank to pay the TDE and CEET invoices for this month,ewe,"7:16:SL:BANK_NAME,28:49:SL:BILL_TYPE,54:64:SL:DATE",[IN:min_payment [SL:BANK_NAME SUNU bank] [SL:BILL_TYPE TDE and CEET invoices] [SL:DATE this month] ]
travel,international_visa,Miƒoka na Kenya dukɔa teƒenɔla be ɖee mèhiã mɔɖeɖe gbalẽvi hafi aɖo yameʋu ayi dua mea?,Ask the Kenyan ambassador on the phone if I need to obtain a visa to travel to the country?,ewe,,[IN:international_visa ]
banking,interest_rate,Deme nenie Orabank xɔna ɖe franc 500000 dzi?,"What interest Orabank takes on a loan of 500,000F",ewe,"14:21:SL:BANK_NAME,41:49:SL:MONEY","[IN:interest_rate [SL:BANK_NAME Orabank] [SL:MONEY 500,000F] ]"
travel,book_flight,Amekae nya ʋuɖoga tso Afagnan yi Aklaku?,Who knows the Afagnan-Aklakou tariff ?,ewe,"14:21:SL:CITY_OR_PROVINCE,22:29:SL:CITY_OR_PROVINCE",[IN:book_flight [SL:CITY_OR_PROVINCE Afagnan] [SL:CITY_OR_PROVINCE Aklakou] ]
utility,text,Eŋlɔ nu to mɔ̃ dzi na ameawo nya be gododoa le edzia?,Have you texted everyone that the meeting is happening?,ewe,,[IN:text ]
banking,bill_balance,Fe nenie susɔ mìaxe le QMAX ƒe dzo me?,How much does it take to pay the QMAX electricity bill?,ewe,33:54:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE QMAX electricity bill] ]
utility,share_location,Ɖee nate ŋu ama tenyeƒe alo afisi mele ŋuti nyatakaka alo mɔfiame le yaʋala dzi kple Gozem kula?,Can you share my location with the Gozem driver please ?,ewe,,[IN:share_location ]
home,play_music,Enya be Bob Marley ƒe ha aɖewo li si miese kpɔ oa?,Do you realize that there are Bob Marley songs that we have never listened to?,ewe,30:40:SL:ARTIST_NAME,[IN:play_music [SL:ARTIST_NAME Bob Marley] ]
home,calendar_update,Na ɖeviawo nanya be azãɖuɖua ada ɖe kɔsiɖa keme!,Inform the children that the party is postponed to the next week! 08/03/2024,ewe,"29:34:SL:CALENDAR_EVENT,55:64:SL:DATE,66:76:SL:DATE",[IN:calendar_update [SL:CALENDAR_EVENT party] [SL:DATE next week] [SL:DATE 08/03/2024] ]
home,update_playlist,Eƒle Kodjovi Guenɔa ƒe agbadzaha yeyea nam vɔa?,Have you already bought me the new song agbadza by Kodzovi Guenɔa ?,ewe,"40:47:SL:MUSIC_GENRE,51:65:SL:ARTIST_NAME",[IN:update_playlist [SL:MUSIC_GENRE agbadza] [SL:ARTIST_NAME Kodzovi Guenɔa] ]
kitchen_and_dining,cancel_reservation,Gblɔ na Yevubolo sala be wòate fli ɖe mìaƒe Yawoɖagbe nudɔdɔa me!,Tell the good bread saleswoman to cancel our Thursday reservation !,ewe,"14:19:SL:DISH_OR_FOOD,45:53:SL:DATE",[IN:cancel_reservation [SL:DISH_OR_FOOD bread] [SL:DATE Thursday] ]
travel,car_rental,Afi kae mìakpɔ bɔs le ada hena sukuviwo ƒe tsaɖiɖi ŋkeke ɖeka?,Where can we find a good bus tent for the school excursion for the day ?,ewe,42:58:SL:CALENDAR_EVENT,[IN:car_rental [SL:CALENDAR_EVENT school excursion] ]
kitchen_and_dining,meal_suggestion,Ɖee nate ŋu akafu yetrɔ numeɖenu aɖe nam le egbe ƒe nuɖuɖuawo mea?,Do you have something not too heavy to recommend in your menu ?,ewe,,[IN:meal_suggestion ]
kitchen_and_dining,recipe,Enya aleke wobluna Egbo ƒe ema?,Do you know how to knead Egbo dough ?,ewe,25:35:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD Egbo dough] ]
travel,translate,ɖee ateŋu afiam aleke woagblɔ ''meva ɖo'' le kablegbe mea ?,Can you teach me how to say ''I have arrived'' in kabye language ?,ewe,50:55:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME kabye] ]
banking,transfer,medi be natsɔ franc 5000 aɖoɖee to Ecobank dzi,I want you to send him 5000 F by Ecobank,ewe,"23:29:SL:MONEY,33:40:SL:BANK_NAME",[IN:transfer [SL:MONEY 5000 F] [SL:BANK_NAME Ecobank] ]
utility,time,Ɣekaɣie nava ɖo,At what time will you come?,ewe,,[IN:time ]
home,shopping_list_update,Tsɔ agbeli de nuɖanuawo me,Add agbeli to my shopping list,ewe,4:10:SL:DISH_OR_FOOD,[IN:shopping_list_update [SL:DISH_OR_FOOD agbeli] ]
kitchen_and_dining,restaurant_reservation,miateŋu kpɔ teƒe le nuɖuƒe aɖe le Adidogoméa?,Can you make a reservation in this restaurant in Adidogomé ?,ewe,49:58:SL:CITY_OR_PROVINCE,[IN:restaurant_reservation [SL:CITY_OR_PROVINCE Adidogomé] ]
banking,balance,nenie le nye UTB gadzraɖoɖi ɖaka me?,How much do I have left on my UTB account ?,ewe,30:33:SL:BANK_NAME,[IN:balance [SL:BANK_NAME UTB] ]
kitchen_and_dining,confirm_reservation,Ɖee nateŋu dzra teƒe ɖoɖi na mi na miaƒe ɣetrɔ dzongoli wɔna la mahã?,Can you confirm the reservation for our places for the dzongoli tonigh ?,ewe,"55:63:SL:DISH_OR_FOOD,64:70:SL:TIME",[IN:confirm_reservation [SL:DISH_OR_FOOD dzongoli] [SL:TIME tonigh] ]
banking,freeze_account,ɖee gadzraɖoƒea tu nye gadzraɖoɖi ɖaka la?,Has  the bank frozen my account ?,ewe,,[IN:freeze_account ]
travel,timezone,ɖee ɣetoɖoƒe Africa dukɔwo katã le ɣeyiɣi ɖeka dzia?,Are all african countries in the same timezone ?,ewe,,[IN:timezone ]
banking,transactions,ɖee mateŋu anya nye gazazã wɔnawo le gadzraɖoɖi ɖaka dzi,Can I know my transactions states ?,ewe,,[IN:transactions ]
kitchen_and_dining,restaurant_suggestion,afika miateŋu ɖu fufu le ?,Where can we eat fufu ?,ewe,17:21:SL:DISH_OR_FOOD,[IN:restaurant_suggestion [SL:DISH_OR_FOOD fufu] ]
banking,pay_bill,ɖee nateŋu xe nye fea nam to Flooz dzia?,Can you pay my bills by Flooz ?,ewe,24:29:SL:PAYMENT_COMPANY,[IN:pay_bill [SL:PAYMENT_COMPANY Flooz] ]
banking,spending_history,nenie mezã va yi le nye gadzraɖoɖi ɖaka dzi?,How much have I spent on my account ? ,ewe,,[IN:spending_history ]
travel,travel_suggestion,afika mateŋu ɖo ʋu le ayi Blitta?,Where can I find the bus to Blitta ?,ewe,28:34:SL:CITY_OR_PROVINCE,[IN:travel_suggestion [SL:CITY_OR_PROVINCE Blitta] ]
travel,travel_notification,Na nye gadzraɖoƒe woanya be mele Tandjouaré yi ge kwasiɖa si gbɔna,Notify my bank that I will travel to Tandjouaré next week,ewe,"37:47:SL:CITY_OR_PROVINCE,48:57:SL:DATE",[IN:travel_notification [SL:CITY_OR_PROVINCE Tandjouaré] [SL:DATE next week] ]
kitchen_and_dining,food_last,Va se ɖe ɣekaɣie akple sia agble ne wome le be nae o?,When will this dough be spoiled if it is not protected?,ewe,15:20:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD dough] ]
kitchen_and_dining,cook_time,Ɣeyiɣi nenie hiâ nae na fufu totoa?,How long can it take to pound the fufu?,ewe,34:38:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD fufu] ]
utility,make_call,ɖee mateŋu ayɔ fofonye si le Kpalimé?,Can I call my brother who is in Kpalimé ?,ewe,32:39:SL:CITY_OR_PROVINCE,[IN:make_call [SL:CITY_OR_PROVINCE Kpalimé] ]
utility,alarm,taflatse ɖee nateŋu xɔ game ɖi nam ale be mateŋu fɔ bla,Can you arrange the time to allow me to wake up earlier please ?,ewe,,[IN:alarm ]
kitchen_and_dining,restaurant_reviews,ɖe wokpɔ gawua gbɔ nyuia?,Was the donut well made ?,ewe,8:13:SL:DISH_OR_FOOD,[IN:restaurant_reviews [SL:DISH_OR_FOOD donut] ]
travel,plug_type,CEET dzoŋusẽ dɔwɔƒe ka gbɔ mieyina na kuxiwo?,which CEET branch do you go to for the outages ?,ewe,,[IN:plug_type ]
travel,exchange_rate,afika mateŋu agba CFA le axɔ Cedis?,Where can I exchange CFA for cedis ? ,ewe,"21:24:SL:CURRENCY,29:34:SL:CURRENCY",[IN:exchange_rate [SL:CURRENCY CFA] [SL:CURRENCY cedis] ]
